Tag,Keyword,Attribute name,VR,Field name of a table,Type,Size if settings
00189736,PETFrameCorrectionFactorsSequence,PET Frame Correction Factors Sequence,SQ,pet_frame_correction_factors_sequence,String,128
00189737,RadiopharmaceuticalUsageSequence,Radiopharmaceutical Usage Sequence,SQ,radiopharmaceutical_usage_sequence,String,128
00189738,AttenuationCorrectionSource,Attenuation Correction Source,CS,attenuation_correction_source,String,128
00189739,NumberOfIterations,Number of Iterations,US,number_of_iterations,String,16
00189740,NumberOfSubsets,Number of Subsets,US,number_of_subsets,String,16
00189749,PETReconstructionSequence,PET Reconstruction Sequence,SQ,pet_reconstruction_sequence,String,128
00189751,PETFrameTypeSequence,PET Frame Type Sequence,SQ,pet_frame_type_sequence,String,128
00189755,TimeOfFlightInformationUsed,Time of Flight Information Used,CS,time_of_flight_information_used,String,128
00189756,ReconstructionType,Reconstruction Type,CS,reconstruction_type,String,128
00189758,DecayCorrected,Decay Corrected,CS,decay_corrected,String,128
00189759,AttenuationCorrected,Attenuation Corrected,CS,attenuation_corrected,String,128
00189760,ScatterCorrected,Scatter Corrected,CS,scatter_corrected,String,128
00189761,DeadTimeCorrected,Dead Time Corrected,CS,dead_time_corrected,String,128
00189762,GantryMotionCorrected,Gantry Motion Corrected,CS,gantry_motion_corrected,String,128
00189763,PatientMotionCorrected,Patient Motion Corrected,CS,patient_motion_corrected,String,128
00189764,CountLossNormalizationCorrected,Count Loss Normalization Corrected,CS,count_loss_normalization_corrected,String,128
00189765,RandomsCorrected,Randoms Corrected,CS,randoms_corrected,String,128
00189766,NonUniformRadialSamplingCorrected,Non-uniform Radial Sampling Corrected,CS,non_uniform_radial_sampling_corrected,String,128
00189767,SensitivityCalibrated,Sensitivity Calibrated,CS,sensitivity_calibrated,String,128
00189768,DetectorNormalizationCorrection,Detector Normalization Correction,CS,detector_normalization_correction,String,128
00189769,IterativeReconstructionMethod,Iterative Reconstruction Method,CS,iterative_reconstruction_method,String,128
00189770,AttenuationCorrectionTemporalRelationship,Attenuation Correction Temporal Relationship,CS,attenuation_correction_temporal_relationship,String,128
00189771,PatientPhysiologicalStateSequence,Patient Physiological State Sequence,SQ,patient_physiological_state_sequence,String,128
00189772,PatientPhysiologicalStateCodeSequence,Patient Physiological State Code Sequence,SQ,patient_physiological_state_code_sequence,String,128
00189801,DepthsOfFocus,Depth(s) of Focus,FD,depths_of_focus,String,64
00189803,ExcludedIntervalsSequence,Excluded Intervals Sequence,SQ,excluded_intervals_sequence,String,128
00189804,ExclusionStartDateTime,Exclusion Start DateTime,DT,exclusion_start_datetime,String,208
00189805,ExclusionDuration,Exclusion Duration,FD,exclusion_duration,String,64
00189806,USImageDescriptionSequence,US Image Description Sequence,SQ,us_image_description_sequence,String,128
00189807,ImageDataTypeSequence,Image Data Type Sequence,SQ,image_data_type_sequence,String,128
00189808,DataType,Data Type,CS,data_type,String,128
00189809,TransducerScanPatternCodeSequence,Transducer Scan Pattern Code Sequence,SQ,transducer_scan_pattern_code_sequence,String,128
0018980B,AliasedDataType,Aliased Data Type,CS,aliased_data_type,String,128
0018980C,PositionMeasuringDeviceUsed,Position Measuring Device Used,CS,position_measuring_device_used,String,128
0018980D,TransducerGeometryCodeSequence,Transducer Geometry Code Sequence,SQ,transducer_geometry_code_sequence,String,128
0018980E,TransducerBeamSteeringCodeSequence,Transducer Beam Steering Code Sequence,SQ,transducer_beam_steering_code_sequence,String,128
0018980F,TransducerApplicationCodeSequence,Transducer Application Code Sequence,SQ,transducer_application_code_sequence,String,128
00189810,ZeroVelocityPixelValue,Zero Velocity Pixel Value,US or SS,zero_velocity_pixel_value,String,16
00189900,ReferenceLocationLabel,Reference Location Label,LO,reference_location_label,String,512
00189901,ReferenceLocationDescription,Reference Location Description,UT,reference_location_description,Text
00189902,ReferenceBasisCodeSequence,Reference Basis Code Sequence,SQ,reference_basis_code_sequence,String,128
00189903,ReferenceGeometryCodeSequence,Reference Geometry Code Sequence,SQ,reference_geometry_code_sequence,String,128
00189904,OffsetDistance,Offset Distance,DS,offset_distance,String,128
00189905,OffsetDirection,Offset Direction,CS,offset_direction,String,128
00189906,PotentialScheduledProtocolCodeSequence,Potential Scheduled Protocol Code Sequence,SQ,potential_scheduled_protocol_code_sequence,String,128
00189907,PotentialRequestedProcedureCodeSequence,Potential Requested Procedure Code Sequence,SQ,potential_requested_procedure_code_sequence,String,128
00189908,PotentialReasonsForProcedure,Potential Reasons for Procedure,UC,potential_reasons_for_procedure,String,64
00189909,PotentialReasonsForProcedureCodeSequence,Potential Reasons for Procedure Code Sequence,SQ,potential_reasons_for_procedure_code_sequence,String,128
0018990A,PotentialDiagnosticTasks,Potential Diagnostic Tasks,UC,potential_diagnostic_tasks,String,64
0018990B,ContraindicationsCodeSequence,Contraindications Code Sequence,SQ,contraindications_code_sequence,String,128
0018990C,ReferencedDefinedProtocolSequence,Referenced Defined Protocol Sequence,SQ,referenced_defined_protocol_sequence,String,128
0018990D,ReferencedPerformedProtocolSequence,Referenced Performed Protocol Sequence,SQ,referenced_performed_protocol_sequence,String,128
0018990E,PredecessorProtocolSequence,Predecessor Protocol Sequence,SQ,predecessor_protocol_sequence,String,128
0018990F,ProtocolPlanningInformation,Protocol Planning Information,UT,protocol_planning_information,Text
00189910,ProtocolDesignRationale,Protocol Design Rationale,UT,protocol_design_rationale,Text
00189911,PatientSpecificationSequence,Patient Specification Sequence,SQ,patient_specification_sequence,String,128
00189912,ModelSpecificationSequence,Model Specification Sequence,SQ,model_specification_sequence,String,128
00189913,ParametersSpecificationSequence,Parameters Specification Sequence,SQ,parameters_specification_sequence,String,128
00189914,InstructionSequence,Instruction Sequence,SQ,instruction_sequence,String,128
00189915,InstructionIndex,Instruction Index,US,instruction_index,String,16
00189916,InstructionText,Instruction Text,LO,instruction_text,String,512
00189917,InstructionDescription,Instruction Description,UT,instruction_description,Text
00189918,InstructionPerformedFlag,Instruction Performed Flag,CS,instruction_performed_flag,String,128
00189919,InstructionPerformedDateTime,Instruction Performed DateTime,DT,instruction_performed_datetime,String,208
0018991A,InstructionPerformanceComment,Instruction Performance Comment,UT,instruction_performance_comment,Text
0018991B,PatientPositioningInstructionSequence,Patient Positioning Instruction Sequence,SQ,patient_positioning_instruction_sequence,String,128
0018991C,PositioningMethodCodeSequence,Positioning Method Code Sequence,SQ,positioning_method_code_sequence,String,128
0018991D,PositioningLandmarkSequence,Positioning Landmark Sequence,SQ,positioning_landmark_sequence,String,128
0018991E,TargetFrameOfReferenceUID,Target Frame of Reference UID,UI,target_frame_of_reference_uid,String,512
0018991F,AcquisitionProtocolElementSpecificationSequence,Acquisition Protocol Element Specification Sequence,SQ,acquisition_protocol_element_specification_sequence,String,128
00189920,AcquisitionProtocolElementSequence,Acquisition Protocol Element Sequence,SQ,acquisition_protocol_element_sequence,String,128
00189921,ProtocolElementNumber,Protocol Element Number,US,protocol_element_number,String,16
00189922,ProtocolElementName,Protocol Element Name,LO,protocol_element_name,String,512
00189923,ProtocolElementCharacteristicsSummary,Protocol Element Characteristics Summary,UT,protocol_element_characteristics_summary,Text
00189924,ProtocolElementPurpose,Protocol Element Purpose,UT,protocol_element_purpose,Text
00189930,AcquisitionMotion,Acquisition Motion,CS,acquisition_motion,String,128
00189931,AcquisitionStartLocationSequence,Acquisition Start Location Sequence,SQ,acquisition_start_location_sequence,String,128
00189932,AcquisitionEndLocationSequence,Acquisition End Location Sequence,SQ,acquisition_end_location_sequence,String,128
00189933,ReconstructionProtocolElementSpecificationSequence,Reconstruction Protocol Element Specification Sequence,SQ,reconstruction_protocol_element_specification_sequence,String,128
00189934,ReconstructionProtocolElementSequence,Reconstruction Protocol Element Sequence,SQ,reconstruction_protocol_element_sequence,String,128
00189935,StorageProtocolElementSpecificationSequence,Storage Protocol Element Specification Sequence,SQ,storage_protocol_element_specification_sequence,String,128
00189936,StorageProtocolElementSequence,Storage Protocol Element Sequence,SQ,storage_protocol_element_sequence,String,128
00189937,RequestedSeriesDescription,Requested Series Description,LO,requested_series_description,String,512
00189938,SourceAcquisitionProtocolElementNumber,Source Acquisition Protocol Element Number,US,source_acquisition_protocol_element_number,String,16
00189939,SourceAcquisitionBeamNumber,Source Acquisition Beam Number,US,source_acquisition_beam_number,String,16
0018993A,SourceReconstructionProtocolElementNumber,Source Reconstruction Protocol Element Number,US,source_reconstruction_protocol_element_number,String,16
0018993B,ReconstructionStartLocationSequence,Reconstruction Start Location Sequence,SQ,reconstruction_start_location_sequence,String,128
0018993C,ReconstructionEndLocationSequence,Reconstruction End Location Sequence,SQ,reconstruction_end_location_sequence,String,128
0018993D,ReconstructionAlgorithmSequence,Reconstruction Algorithm Sequence,SQ,reconstruction_algorithm_sequence,String,128
0018993E,ReconstructionTargetCenterLocationSequence,Reconstruction Target Center Location Sequence,SQ,reconstruction_target_center_location_sequence,String,128
00189941,ImageFilterDescription,Image Filter Description,UT,image_filter_description,Text
00189942,CTDIvolNotificationTrigger,CTDIvol Notification Trigger,FD,ctdivol_notification_trigger,String,64
00189943,DLPNotificationTrigger,DLP Notification Trigger,FD,dlp_notification_trigger,String,64
00189944,AutoKVPSelectionType,Auto KVP Selection Type,CS,auto_kvp_selection_type,String,128
00189945,AutoKVPUpperBound,Auto KVP Upper Bound,FD,auto_kvp_upper_bound,String,64
00189946,AutoKVPLowerBound,Auto KVP Lower Bound,FD,auto_kvp_lower_bound,String,64
00189947,ProtocolDefinedPatientPosition,Protocol Defined Patient Position,CS,protocol_defined_patient_position,String,128
0018A001,ContributingEquipmentSequence,Contributing Equipment Sequence,SQ,contributing_equipment_sequence,String,128
0018A002,ContributionDateTime,Contribution DateTime,DT,contribution_datetime,String,208
0018A003,ContributionDescription,Contribution Description,ST,contribution_description,Text
0020000D,StudyInstanceUID,Study Instance UID,UI,study_instance_uid,String,512
0020000E,SeriesInstanceUID,Series Instance UID,UI,series_instance_uid,String,512
00200010,StudyID,Study ID,SH,study_dcm_id,String,128
00200011,SeriesNumber,Series Number,IS,series_number,String,96
00200012,AcquisitionNumber,Acquisition Number,IS,acquisition_number,String,96
00200013,InstanceNumber,Instance Number,IS,instance_number,String,96
00200014,IsotopeNumber,Isotope Number,IS,isotope_number,String,96
00200015,PhaseNumber,Phase Number,IS,phase_number,String,96
00200016,IntervalNumber,Interval Number,IS,interval_number,String,96
00200017,TimeSlotNumber,Time Slot Number,IS,time_slot_number,String,96
00200018,AngleNumber,Angle Number,IS,angle_number,String,96
00200019,ItemNumber,Item Number,IS,item_number,String,96
00200020,PatientOrientation,Patient Orientation,CS,patient_orientation,String,128
00200022,OverlayNumber,Overlay Number,IS,overlay_number,String,96
00200024,CurveNumber,Curve Number,IS,curve_number,String,96
00200026,LUTNumber,LUT Number,IS,lut_number,String,96
00200030,ImagePosition,Image Position,DS,image_position,String,128
00200032,ImagePositionPatient,Image Position (Patient),DS,image_position_patient,String,128
00200035,ImageOrientation,Image Orientation,DS,image_orientation,String,128
00200037,ImageOrientationPatient,Image Orientation (Patient),DS,image_orientation_patient,String,128
00200050,Location,Location,DS,location,String,128
00200052,FrameOfReferenceUID,Frame of Reference UID,UI,frame_of_reference_uid,String,512
00200060,Laterality,Laterality,CS,laterality,String,128
00200062,ImageLaterality,Image Laterality,CS,image_laterality,String,128
00200070,ImageGeometryType,Image Geometry Type,LO,image_geometry_type,String,512
00200080,MaskingImage,Masking Image,CS,masking_image,String,128
002000AA,ReportNumber,Report Number,IS,report_number,String,96
00200100,TemporalPositionIdentifier,Temporal Position Identifier,IS,temporal_position_identifier,String,96
00200105,NumberOfTemporalPositions,Number of Temporal Positions,IS,number_of_temporal_positions,String,96
00200110,TemporalResolution,Temporal Resolution,DS,temporal_resolution,String,128
00200200,SynchronizationFrameOfReferenceUID,Synchronization Frame of Reference UID,UI,synchronization_frame_of_reference_uid,String,512
00200242,SOPInstanceUIDOfConcatenationSource,SOP Instance UID of Concatenation Source,UI,sop_instance_uid_of_concatenation_source,String,512
00201000,SeriesInStudy,Series in Study,IS,series_in_study,String,96
00201001,AcquisitionsInSeries,Acquisitions in Series,IS,acquisitions_in_series,String,96
00201002,ImagesInAcquisition,Images in Acquisition,IS,images_in_acquisition,String,96
00201003,ImagesInSeries,Images in Series,IS,images_in_series,String,96
00201004,AcquisitionsInStudy,Acquisitions in Study,IS,acquisitions_in_study,String,96
00201005,ImagesInStudy,Images in Study,IS,images_in_study,String,96
00201020,Reference,Reference,LO,reference,String,512
0020103F,TargetPositionReferenceIndicator,Target Position Reference Indicator,LO,target_position_reference_indicator,String,512
00201040,PositionReferenceIndicator,Position Reference Indicator,LO,position_reference_indicator,String,512
00201041,SliceLocation,Slice Location,DS,slice_location,String,128
00201070,OtherStudyNumbers,Other Study Numbers,IS,other_study_numbers,String,96
00201200,NumberOfPatientRelatedStudies,Number of Patient Related Studies,IS,number_of_patient_related_studies,String,96
00201202,NumberOfPatientRelatedSeries,Number of Patient Related Series,IS,number_of_patient_related_series,String,96
00201204,NumberOfPatientRelatedInstances,Number of Patient Related Instances,IS,number_of_patient_related_instances,String,96
00201206,NumberOfStudyRelatedSeries,Number of Study Related Series,IS,number_of_study_related_series,String,96
00201208,NumberOfStudyRelatedInstances,Number of Study Related Instances,IS,number_of_study_related_instances,String,96
00201209,NumberOfSeriesRelatedInstances,Number of Series Related Instances,IS,number_of_series_related_instances,String,96
002031xx,SourceImageIDs,Source Image IDs,CS,source_image_ids,String,128
00203401,ModifyingDeviceID,Modifying Device ID,CS,modifying_device_id,String,128
00203402,ModifiedImageID,Modified Image ID,CS,modified_image_id,String,128
00203403,ModifiedImageDate,Modified Image Date,DA,modified_image_date,String,64
00203404,ModifyingDeviceManufacturer,Modifying Device Manufacturer,LO,modifying_device_manufacturer,String,512
00203405,ModifiedImageTime,Modified Image Time,TM,modified_image_time,String,128
